event_id,scenario_id,category,source,event_time,event_name,raw_json
KC-10-s3-0,KC-10,multi_stage_kill_chain,VPC,2026-01-01T00:02:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
KC-11-s0-0,KC-11,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-11-s1-0,KC-11,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,AssumeRole,"{""eventName"": ""AssumeRole"", ""roleArn"": ""arn:aws:iam::role/elevated""}"
KC-11-s0-1,KC-11,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-11-s0-2,KC-11,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-11-s0-3,KC-11,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-11-s2-0,KC-11,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,GetSecretValue,"{""eventName"": ""GetSecretValue"", ""secretId"": ""prod/db/password""}"
KC-11-s3-0,KC-11,multi_stage_kill_chain,S3,2026-01-01T00:02:00+00:00,CopyObject,"{""bucket"": ""attacker-acct-bucket"", ""key"": ""exfil.tar"", ""operation"": ""CopyObject""}"
KC-12-s0-0,KC-12,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-12-s1-0,KC-12,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,CreateAccessKey,"{""eventName"": ""CreateAccessKey"", ""targetUser"": ""victim-user""}"
KC-12-s0-1,KC-12,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-12-s0-2,KC-12,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-12-s0-3,KC-12,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-12-s2-0,KC-12,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,AssumeRole,"{""eventName"": ""AssumeRole"", ""roleArn"": ""arn:aws:iam::role/elevated""}"
KC-12-s3-0,KC-12,multi_stage_kill_chain,EC2,2026-01-01T00:02:00+00:00,RunInstances,"{""eventName"": ""RunInstances"", ""instanceType"": ""p3.2xlarge"", ""state"": ""running""}"
KC-13-s0-0,KC-13,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-13-s1-0,KC-13,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,CreateUser,"{""eventName"": ""CreateUser"", ""userName"": ""backdoor""}"
KC-13-s1-1,KC-13,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:01+00:00,AttachUserPolicy,"{""eventName"": ""AttachUserPolicy"", ""policyArn"": ""arn:aws:iam::aws:policy/AdministratorAccess""}"
KC-13-s0-1,KC-13,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-13-s0-2,KC-13,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-13-s0-3,KC-13,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-13-s2-0,KC-13,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,GetSecretValue,"{""eventName"": ""GetSecretValue"", ""secretId"": ""prod/db/password""}"
KC-13-s3-0,KC-13,multi_stage_kill_chain,S3,2026-01-01T00:02:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
KC-13-s3-1,KC-13,multi_stage_kill_chain,S3,2026-01-01T00:02:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
KC-13-s3-2,KC-13,multi_stage_kill_chain,S3,2026-01-01T00:02:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
KC-13-s3-3,KC-13,multi_stage_kill_chain,S3,2026-01-01T00:02:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
KC-13-s3-4,KC-13,multi_stage_kill_chain,S3,2026-01-01T00:02:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
KC-13-s3-5,KC-13,multi_stage_kill_chain,S3,2026-01-01T00:02:05+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-5"", ""operation"": ""GetObject""}"
KC-13-s4-0,KC-13,multi_stage_kill_chain,VPC,2026-01-01T00:03:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
KC-14-s0-0,KC-14,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-14-s1-0,KC-14,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,RunInstances,"{""eventName"": ""RunInstances"", ""instanceType"": ""c5.large"", ""region"": ""us-west-2""}"
KC-14-s0-1,KC-14,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-14-s0-2,KC-14,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-14-s0-3,KC-14,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-14-s2-0,KC-14,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,CopyObject,"{""bucket"": ""attacker-acct-bucket"", ""key"": ""exfil.tar"", ""operation"": ""CopyObject""}"
KC-15-s0-0,KC-15,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-15-s1-0,KC-15,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""203.0.113.5"", ""userIdentity"": ""compromised-user""}"
KC-15-s0-1,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-15-s0-2,KC-15,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-15-s0-3,KC-15,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-15-s2-0,KC-15,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,CreateAccessKey,"{""eventName"": ""CreateAccessKey"", ""targetUser"": ""victim-user""}"
KC-15-s3-0,KC-15,multi_stage_kill_chain,CloudTrail,2026-01-01T00:02:00+00:00,StopLogging,"{""eventName"": ""StopLogging"", ""trailName"": ""org-trail""}"
KC-15-s4-0,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:00+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-0"", ""operation"": ""DeleteObject""}"
KC-15-s4-1,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:01+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-1"", ""operation"": ""DeleteObject""}"
KC-15-s4-2,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:02+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-2"", ""operation"": ""DeleteObject""}"
KC-15-s4-3,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:03+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-3"", ""operation"": ""DeleteObject""}"
KC-15-s4-4,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:04+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-4"", ""operation"": ""DeleteObject""}"
KC-15-s4-5,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:05+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-5"", ""operation"": ""DeleteObject""}"
KC-15-s4-6,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:06+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-6"", ""operation"": ""DeleteObject""}"
KC-15-s4-7,KC-15,multi_stage_kill_chain,S3,2026-01-01T00:03:07+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-7"", ""operation"": ""DeleteObject""}"
LS-01-s0-0,LS-01,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-01-s1-0,LS-01,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,CreateUser,"{""eventName"": ""CreateUser"", ""userName"": ""backdoor""}"
LS-01-s1-1,LS-01,low_and_slow,CloudTrail,2026-01-01T00:00:01+00:00,AttachUserPolicy,"{""eventName"": ""AttachUserPolicy"", ""policyArn"": ""arn:aws:iam::aws:policy/AdministratorAccess""}"
LS-01-s0-1,LS-01,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-01-s0-2,LS-01,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-01-s0-3,LS-01,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-02-s0-0,LS-02,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-02-s1-0,LS-02,low_and_slow,S3,2026-01-01T00:00:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
LS-02-s1-1,LS-02,low_and_slow,S3,2026-01-01T00:00:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
LS-02-s1-2,LS-02,low_and_slow,S3,2026-01-01T00:00:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
LS-02-s1-3,LS-02,low_and_slow,S3,2026-01-01T00:00:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
LS-02-s1-4,LS-02,low_and_slow,S3,2026-01-01T00:00:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
LS-02-s1-5,LS-02,low_and_slow,S3,2026-01-01T00:00:05+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-5"", ""operation"": ""GetObject""}"
LS-02-s0-1,LS-02,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-02-s0-2,LS-02,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-02-s0-3,LS-02,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-02-s2-0,LS-02,low_and_slow,VPC,2026-01-01T06:00:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
LS-03-s0-0,LS-03,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-03-s1-0,LS-03,low_and_slow,VPC,2026-01-01T00:00:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
LS-03-s1-1,LS-03,low_and_slow,VPC,2026-01-01T00:00:01+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
LS-03-s1-2,LS-03,low_and_slow,VPC,2026-01-01T00:00:02+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
LS-03-s1-3,LS-03,low_and_slow,VPC,2026-01-01T00:00:03+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
LS-03-s0-1,LS-03,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-03-s0-2,LS-03,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-03-s0-3,LS-03,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-04-s0-0,LS-04,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-04-s1-0,LS-04,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ListBuckets,"{""eventName"": ""ListBuckets""}"
LS-04-s1-1,LS-04,low_and_slow,CloudTrail,2026-01-01T00:00:01+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances""}"
LS-04-s0-1,LS-04,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-04-s0-2,LS-04,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-04-s0-3,LS-04,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-05-s0-0,LS-05,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-05-s1-0,LS-05,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,CreateAccessKey,"{""eventName"": ""CreateAccessKey"", ""targetUser"": ""victim-user""}"
LS-05-s0-1,LS-05,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-05-s0-2,LS-05,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-05-s0-3,LS-05,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-06-s0-0,LS-06,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-06-s1-0,LS-06,low_and_slow,S3,2026-01-01T00:00:00+00:00,CopyObject,"{""bucket"": ""attacker-acct-bucket"", ""key"": ""exfil.tar"", ""operation"": ""CopyObject""}"
LS-06-s0-1,LS-06,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-06-s0-2,LS-06,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-06-s0-3,LS-06,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-07-s0-0,LS-07,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-07-s1-0,LS-07,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,GetCallerIdentity,"{""eventName"": ""GetCallerIdentity"", ""sourceIPAddress"": ""169.254.169.254"", ""via"": ""instance-metadata""}"
LS-07-s0-1,LS-07,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-07-s0-2,LS-07,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-07-s0-3,LS-07,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-08-s0-0,LS-08,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-08-s1-0,LS-08,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,AuthorizeSecurityGroupIngress,"{""cidr"": ""0.0.0.0/0"", ""eventName"": ""AuthorizeSecurityGroupIngress"", ""port"": 22}"
LS-08-s0-1,LS-08,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-08-s0-2,LS-08,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-08-s0-3,LS-08,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-09-s0-0,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-09-s1-0,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
LS-09-s1-1,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:01+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
LS-09-s1-2,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:02+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
LS-09-s1-3,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:03+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
LS-09-s1-4,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:04+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
LS-09-s1-5,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:05+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
LS-09-s0-1,LS-09,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-09-s0-2,LS-09,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-09-s0-3,LS-09,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-10-s0-0,LS-10,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-10-s1-0,LS-10,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,RunInstances,"{""eventName"": ""RunInstances"", ""instanceType"": ""c5.large"", ""region"": ""us-west-2""}"
LS-10-s0-1,LS-10,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-10-s0-2,LS-10,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-10-s0-3,LS-10,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-11-s0-0,LS-11,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-11-s1-0,LS-11,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,GetSecretValue,"{""eventName"": ""GetSecretValue"", ""secretId"": ""prod/db/password""}"
LS-11-s0-1,LS-11,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-11-s0-2,LS-11,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-11-s0-3,LS-11,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
LS-12-s0-0,LS-12,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
LS-12-s1-0,LS-12,low_and_slow,CloudTrail,2026-01-01T00:00:00+00:00,StopLogging,"{""eventName"": ""StopLogging"", ""trailName"": ""org-trail""}"
LS-12-s0-1,LS-12,low_and_slow,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
LS-12-s0-2,LS-12,low_and_slow,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
LS-12-s0-3,LS-12,low_and_slow,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
SD-01-s0-0,SD-01,single_domain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
SD-01-s1-0,SD-01,single_domain,S3,2026-01-01T00:00:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
SD-01-s1-1,SD-01,single_domain,S3,2026-01-01T00:00:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
SD-01-s1-2,SD-01,single_domain,S3,2026-01-01T00:00:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
SD-01-s1-3,SD-01,single_domain,S3,2026-01-01T00:00:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
SD-01-s1-4,SD-01,single_domain,S3,2026-01-01T00:00:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
